dat_iniciosemana;dat_fimsemana;ano_referencia;mes_referencia;num_revisao;nom_semanaoperativa;cod_modelos;id_subsistema;nom_subsistema;nom_usina;val_cvu
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;96;NE;NORDESTE;TERMOPE;233.52
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;241;NE;NORDESTE;PROSP_II;306.41
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;224;NE;NORDESTE;PSERGIPE I;325.58
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;167;NE;NORDESTE;P.PECEM1;332.98
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;163;NE;NORDESTE;P.PECEM2;340.01
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;83;NE;NORDESTE;JS_PEREIRA;450.86
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;221;NE;NORDESTE;SYKUE I;510.12
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;58;NE;NORDESTE;TERMOCEARA;567.83
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;43;NE;NORDESTE;C.FURTADO;690.71
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;98;NE;NORDESTE;PERNAMBU_3;869.41
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;57;NE;NORDESTE;MARACANAU;982.67
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;152;NE;NORDESTE;TERMOCABO;1000.23
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;69;NE;NORDESTE;TERMOPB;1005.48
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;67;NE;NORDESTE;TERMONE;1005.48
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;52;NE;NORDESTE;CAMPINA_GR;1012.57
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;170;NE;NORDESTE;SUAPE II;1029.93
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;53;NE;NORDESTE;GLOBAL I;1147.81
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;55;NE;NORDESTE;GLOBAL II;1147.81
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;112;NE;NORDESTE;BAHIA_1;1436.65
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;169;S;SUL;MADEIRA;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;35;S;SUL;URUGUAIANA;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;107;S;SUL;PAMPA SUL;86.15
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;156;S;SUL;CANDIOTA_3;108.24
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;149;S;SUL;SAO SEPE;108.38
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;24;S;SUL;J.LACER. C;311.53
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;28;S;SUL;FIGUEIRA;330.64
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;25;S;SUL;J.LACER. B;362.67
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;27;S;SUL;J.LAC. A2;372.62
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;26;S;SUL;J.LAC. A1;434.59
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;254;S;SUL;B.BONITA I;742.99
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;64;S;SUL;S.TIARAJU;1234.63
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;48;S;SUL;ARAUCARIA;2305.34
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;65;SE;SUDESTE;ATLAN_CSA;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;153;SE;SUDESTE;DAIA;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;108;SE;SUDESTE;XAVANTES;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;12;SE;SUDESTE;CUIABA CC;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;434;SE;SUDESTE;W.ARJONA O;0.00
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;13;SE;SUDESTE;ANGRA 2;20.12
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;1;SE;SUDESTE;ANGRA 1;31.17
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;171;SE;SUDESTE;NORTEFLU 1;101.20
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;172;SE;SUDESTE;NORTEFLU 2;118.40
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;229;SE;SUDESTE;O.PINTADA;138.91
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;236;SE;SUDESTE;M.AZUL;143.08
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;146;SE;SUDESTE;UTE STA VI;150.06
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;211;SE;SUDESTE;BAIXADA FL;163.68
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;86;SE;SUDESTE;SANTA CRUZ;166.77
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;173;SE;SUDESTE;NORTEFLU 3;225.44
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;183;SE;SUDESTE;ATLANTICO;240.71
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;15;SE;SUDESTE;LUIZORMELO;247.95
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;4;SE;SUDESTE;ST.CRUZ 34;310.41
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;137;SE;SUDESTE;UTE GNA I;313.42
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;47;SE;SUDESTE;TERMORIO;389.17
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;97;SE;SUDESTE;CUBATAO;417.74
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;50;SE;SUDESTE;PIRAT.12 O;470.34
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;63;SE;SUDESTE;AUR.CHAVES;644.64
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;174;SE;SUDESTE;NORTEFLU 4;677.30
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;68;SE;SUDESTE;TRES LAGOA;736.89
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;245;SE;SUDESTE;KARKEY 013;816.51
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;246;SE;SUDESTE;KARKEY 019;816.51
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;110;SE;SUDESTE;FGASPARIAN;842.50
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;62;SE;SUDESTE;SEROPEDICA;898.70
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;90;SE;SUDESTE;M.LAGO;909.05
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;54;SE;SUDESTE;JUIZ DE FO;929.10
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;250;SE;SUDESTE;PORSUD II;946.08
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;249;SE;SUDESTE;PORSUD I;947.36
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;49;SE;SUDESTE;VIANA;1012.55
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;248;SE;SUDESTE;MPPAULINIA;1160.17
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;253;SE;SUDESTE;VIANA I;1185.37
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;247;SE;SUDESTE;LORM_PCS;1185.37
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;251;SE;SUDESTE;POVOACAO I;1185.37
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;334;SE;SUDESTE;W.ARJONA;1413.22
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;182;SE;SUDESTE;PALMEIR_GO;1729.19
2024-01-13;2024-01-19;2024;1;2;PMO Janeiro 2024 - Revisão 2;194;SE;SUDESTE;TNORTE 2;2997.89
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;203;N;NORTE;C. ROCHA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;207;N;NORTE;PONTA NEGR;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;209;N;NORTE;TAMBAQUI;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;205;N;NORTE;MANAUARA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;204;N;NORTE;JARAQUI;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;201;N;NORTE;APARECIDA;88.60
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;140;N;NORTE;UTE MAUA 3;88.60
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;212;N;NORTE;MARANHAO3;105.87
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;116;N;NORTE;PARNAIB_IV;151.69
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;36;N;NORTE;MARANHAOIV;155.67
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;21;N;NORTE;MARANHAO V;155.67
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;239;N;NORTE;PARNAIBA_V;196.70
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;46;N;NORTE;N.VENECIA2;286.88
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;176;N;NORTE;P. ITAQUI;332.36
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;73;N;NORTE;GERAMAR1;1012.53
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;70;N;NORTE;GERAMAR2;1012.53
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;161;NE;NORDESTE;POTIGUAR_3;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;151;NE;NORDESTE;POTIGUAR;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;144;NE;NORDESTE;PETROLINA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;106;NE;NORDESTE;ERB CANDEI;108.45
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;147;NE;NORDESTE;PROSPERIDA;204.55
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;223;NE;NORDESTE;PROSP_III;208.41
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;96;NE;NORDESTE;TERMOPE;233.52
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;241;NE;NORDESTE;PROSP_II;306.41
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;224;NE;NORDESTE;PSERGIPE I;325.58
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;167;NE;NORDESTE;P.PECEM1;332.98
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;163;NE;NORDESTE;P.PECEM2;340.01
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;83;NE;NORDESTE;JS_PEREIRA;450.86
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;221;NE;NORDESTE;SYKUE I;510.12
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;58;NE;NORDESTE;TERMOCEARA;567.83
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;43;NE;NORDESTE;C.FURTADO;690.71
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;98;NE;NORDESTE;PERNAMBU_3;869.41
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;57;NE;NORDESTE;MARACANAU;982.67
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;152;NE;NORDESTE;TERMOCABO;1000.23
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;69;NE;NORDESTE;TERMOPB;1005.48
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;67;NE;NORDESTE;TERMONE;1005.48
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;52;NE;NORDESTE;CAMPINA_GR;1012.57
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;170;NE;NORDESTE;SUAPE II;1029.93
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;55;NE;NORDESTE;GLOBAL II;1147.81
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;53;NE;NORDESTE;GLOBAL I;1147.81
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;112;NE;NORDESTE;BAHIA_1;1436.65
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;35;S;SUL;URUGUAIANA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;169;S;SUL;MADEIRA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;107;S;SUL;PAMPA SUL;86.15
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;156;S;SUL;CANDIOTA_3;108.24
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;149;S;SUL;SAO SEPE;108.38
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;24;S;SUL;J.LACER. C;311.53
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;28;S;SUL;FIGUEIRA;330.64
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;25;S;SUL;J.LACER. B;362.67
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;27;S;SUL;J.LAC. A2;372.62
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;26;S;SUL;J.LAC. A1;434.59
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;254;S;SUL;B.BONITA I;742.99
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;64;S;SUL;S.TIARAJU;1234.63
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;48;S;SUL;ARAUCARIA;2305.34
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;65;SE;SUDESTE;ATLAN_CSA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;153;SE;SUDESTE;DAIA;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;434;SE;SUDESTE;W.ARJONA O;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;108;SE;SUDESTE;XAVANTES;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;12;SE;SUDESTE;CUIABA CC;0.00
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;13;SE;SUDESTE;ANGRA 2;20.12
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;1;SE;SUDESTE;ANGRA 1;31.17
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;171;SE;SUDESTE;NORTEFLU 1;99.47
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;172;SE;SUDESTE;NORTEFLU 2;116.49
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;229;SE;SUDESTE;O.PINTADA;138.91
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;236;SE;SUDESTE;M.AZUL;143.08
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;146;SE;SUDESTE;UTE STA VI;150.06
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;211;SE;SUDESTE;BAIXADA FL;163.68
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;86;SE;SUDESTE;SANTA CRUZ;166.77
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;173;SE;SUDESTE;NORTEFLU 3;222.02
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;183;SE;SUDESTE;ATLANTICO;240.71
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;15;SE;SUDESTE;LUIZORMELO;247.95
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;4;SE;SUDESTE;ST.CRUZ 34;310.41
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;137;SE;SUDESTE;UTE GNA I;313.42
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;47;SE;SUDESTE;TERMORIO;389.17
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;97;SE;SUDESTE;CUBATAO;417.74
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;50;SE;SUDESTE;PIRAT.12 O;470.34
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;174;SE;SUDESTE;NORTEFLU 4;641.91
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;63;SE;SUDESTE;AUR.CHAVES;644.64
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;68;SE;SUDESTE;TRES LAGOA;736.89
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;246;SE;SUDESTE;KARKEY 019;816.51
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;245;SE;SUDESTE;KARKEY 013;816.51
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;110;SE;SUDESTE;FGASPARIAN;842.50
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;62;SE;SUDESTE;SEROPEDICA;898.70
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;90;SE;SUDESTE;M.LAGO;909.05
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;54;SE;SUDESTE;JUIZ DE FO;929.10
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;250;SE;SUDESTE;PORSUD II;946.08
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;249;SE;SUDESTE;PORSUD I;947.36
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;49;SE;SUDESTE;VIANA;1012.55
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;248;SE;SUDESTE;MPPAULINIA;1160.17
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;247;SE;SUDESTE;LORM_PCS;1185.37
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;253;SE;SUDESTE;VIANA I;1185.37
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;251;SE;SUDESTE;POVOACAO I;1185.37
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;334;SE;SUDESTE;W.ARJONA;1413.22
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;182;SE;SUDESTE;PALMEIR_GO;1729.19
2024-01-20;2024-01-26;2024;1;3;PMO Janeiro 2024 - Revisão 3;194;SE;SUDESTE;TNORTE 2;2997.89
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;203;N;NORTE;C. ROCHA;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;209;N;NORTE;TAMBAQUI;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;204;N;NORTE;JARAQUI;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;205;N;NORTE;MANAUARA;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;207;N;NORTE;PONTA NEGR;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;201;N;NORTE;APARECIDA;88.60
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;140;N;NORTE;UTE MAUA 3;88.60
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;212;N;NORTE;MARANHAO3;105.87
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;116;N;NORTE;PARNAIB_IV;151.69
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;36;N;NORTE;MARANHAOIV;155.67
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;21;N;NORTE;MARANHAO V;155.67
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;239;N;NORTE;PARNAIBA_V;196.70
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;46;N;NORTE;N.VENECIA2;286.88
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;176;N;NORTE;P. ITAQUI;332.36
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;73;N;NORTE;GERAMAR1;1012.53
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;70;N;NORTE;GERAMAR2;1012.53
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;161;NE;NORDESTE;POTIGUAR_3;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;151;NE;NORDESTE;POTIGUAR;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;144;NE;NORDESTE;PETROLINA;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;106;NE;NORDESTE;ERB CANDEI;108.45
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;147;NE;NORDESTE;PROSPERIDA;204.55
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;223;NE;NORDESTE;PROSP_III;208.41
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;96;NE;NORDESTE;TERMOPE;218.54
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;241;NE;NORDESTE;PROSP_II;306.41
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;224;NE;NORDESTE;PSERGIPE I;325.58
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;167;NE;NORDESTE;P.PECEM1;332.98
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;163;NE;NORDESTE;P.PECEM2;340.01
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;83;NE;NORDESTE;JS_PEREIRA;450.86
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;221;NE;NORDESTE;SYKUE I;510.12
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;58;NE;NORDESTE;TERMOCEARA;560.34
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;43;NE;NORDESTE;C.FURTADO;690.71
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;98;NE;NORDESTE;PERNAMBU_3;869.41
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;57;NE;NORDESTE;MARACANAU;982.67
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;152;NE;NORDESTE;TERMOCABO;1000.23
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;69;NE;NORDESTE;TERMOPB;1005.48
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;67;NE;NORDESTE;TERMONE;1005.48
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;52;NE;NORDESTE;CAMPINA_GR;1012.57
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;170;NE;NORDESTE;SUAPE II;1029.93
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;55;NE;NORDESTE;GLOBAL II;1147.81
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;53;NE;NORDESTE;GLOBAL I;1147.81
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;112;NE;NORDESTE;BAHIA_1;1436.65
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;35;S;SUL;URUGUAIANA;0.00
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;107;S;SUL;PAMPA SUL;86.15
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;156;S;SUL;CANDIOTA_3;108.24
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;149;S;SUL;SAO SEPE;108.38
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;24;S;SUL;J.LACER. C;311.53
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;28;S;SUL;FIGUEIRA;330.64
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;25;S;SUL;J.LACER. B;362.67
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;27;S;SUL;J.LAC. A2;372.62
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;26;S;SUL;J.LAC. A1;434.59
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;254;S;SUL;B.BONITA I;708.84
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;64;S;SUL;S.TIARAJU;1234.63
2024-01-27;2024-02-02;2024;2;0;PMO Fevereiro 2024;48;S;SUL;ARAUCARIA;2305.34
